"tipo_bien","numero_oficio","juzgado","tipo_delito","medida","fecha_recepcion","fecha_medida","localizacion","provincia","estupefaciente_sustancia","estupefaciente_cantidad","arma_tipo","arma_numero_serie","arma_marca","arma_modelo","arma_calibre","automotor_tipo","automotor_dominio","automotor_marca","automotor_modelo","automotor_color","automotor_anio","aeronave_numero_serie","aeronave_matricula","aeronave_marca","aeronave_modelo","buque_pais","buque_nombre","buque_matricula","dinero_moneda_descripcion","dinero_cantidad","titulo_tipo","titulo_nombre_emisor","titulo_cantidad","titulo_fecha_vencimiento","titulo_categoria","titulo_bolsa_cotiza","titulo_moneda","otro_clasificacion","otro_detalle","provincia_id"
"arma",,"Juzgado Federal Criminal y Correccional de L. de Zamora Nro.2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro","2013-07-10",,,,,,"Pistola","VBJ6148","SMITH&WESSON","915","9MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal Criminal y Correccional de L. de Zamora Nro.2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro","2013-07-10",,,,,,"Pistola","Z8805","ASTRA","A-100","9MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal Criminal y Correccional de L. de Zamora Nro.2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro","2013-07-10",,,,,,"Revolver","03951P","DOBERMAN",,"32 LARGO",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal Criminal y Correccional de L. de Zamora Nro.2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro","2013-07-10",,,,,,"Revolver","113133","TALA",,"22 RIFLE LARGO",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal Criminal y Correccional de L. de Zamora Nro.2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro","2013-07-10",,,,,,"Revolver","275748","ORBEA",,"32 LARGO",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal Criminal y Correccional de L. de Zamora Nro.2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro","2013-07-10",,,,,,"Revolver","330137","BAGUAL",,"22 LARGO RIFLE",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal Criminal y Correccional de L. de Zamora Nro.2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro","2013-07-10",,,,,,"Revolver","39278K","COLT","POLICE POSITIVE","38 CORTO",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal Criminal y Correccional de L. de Zamora Nro.2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro","2013-07-10",,,,,,"Revolver","397108","COLT","POLICE POSITIVE","38 SPECIAL",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal Criminal y Correccional de L. de Zamora Nro.2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro","2013-07-10",,,,,,"Revolver","QC507966","TAURUS",,"44 REMINGTON MAGNUM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)",,"2019-01-14",,"ANMAT",,,,"Pistola","176201","BERSA","23",,,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Secuestro","2019-01-14",,"ANMAT",,,,"Carabina","23502015","RUGER",,"22",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Secuestro","2019-01-14",,"ANMAT",,,,"Carabina","8008",,"SEMIAUTOMATICA","22",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Secuestro","2019-01-14",,"ANMAT",,,,"Escopeta","15094","INVICTA",,"12/7",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Secuestro","2019-01-14",,"ANMAT",,,,"Escopeta","41840","CBC MAGTHECH",,,,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Secuestro","2019-01-14",,"ANMAT",,,,"Escopeta","SIN NUMERO VISIBLE",,,"12/70",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Secuestro","2019-01-14",,"ANMAT",,,,"Fusil","203986","MOUSSER",,,,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Secuestro","2019-01-14",,"ANMAT",,,,"Fusil","765","VOERRE",,,,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Secuestro","2019-01-14",,"ANMAT",,,,"Fusil","A36257","MOUSSER",,"765",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Secuestro","2019-01-14",,"ANMAT",,,,"Fusil","P1180","MOUSER",,,,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Secuestro","2019-01-14",,"ANMAT",,,,"Fusil","SIN NUMERACIÓN","FAL",,"762",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Secuestro","2019-01-14",,"ANMAT",,,,"Pistola","1934414","STAR","3.1","9MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Secuestro","2019-01-14",,,,,,"Pistola","30204675","DESSER EAGLE","SEMIAUTOMATICO",,,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Secuestro","2019-01-14",,,,,,"Pistola","306346","BROWNING DUOITONE",,"9MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Secuestro","2019-01-14",,,,,,"Pistola","77663","BALLESTER MOLINA",,"45",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Secuestro","2019-01-14",,"ANMAT",,,,"Pistola","B2751","BERSA","225","22",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Secuestro","2019-01-14",,"ANMAT",,,,"Pistola","COBRAY","89-0035404",,"9MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Secuestro","2019-01-14",,"ANMAT",,,,"Pistola","RS108654070001","FMK3",,,,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Secuestro","2019-01-14",,"ANMAT",,,,"Revolver","172-45767","RUGER","6P100","357",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Secuestro","2019-01-14",,"ANMAT",,,,"Revolver","55071389","RUGER","SUPER REDHAWCK","44 MAGNUM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Secuestro","2019-01-14",,,,,,"Revolver","F049960","ROSSI","MAGNUM","357",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Bahía Blanca Nro. 2","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Secuestro","2019-01-14",,"ANMAT",,,,"Revolver","K1502300","TAURUS",,"38 MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Caleta Olivia","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro","2015-03-02",,,,,,"Revolver",,,"DECTIME","32",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Caleta Olivia","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro","2015-03-02",,,,,,"Revolver","427496 LT","POLICE POSITIVE",,"38 ESPECIAL",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Caleta Olivia","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro","2015-03-02",,,,,,"Revolver","S/N",,"LEGITIMO FOX","32 ESPECIAL",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Caleta Olivia","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro","2013-07-22",,,,,,"Rifle","119905243","LEGEND","B2-3","5.5 MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Caleta Olivia","INFRACCION LEY 26364 - PREVENCION Y SANCION DE LA TRATA DE PERSONAS Y ASISTENCIA A SUS VICTIMAS","Secuestro","2013-07-22",,,,,,"Pistola","NO SE ENCUENTRA VISIBLE","BERSA",,"22",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Caleta Olivia","INFRACCION LEY 26364 - PREVENCION Y SANCION DE LA TRATA DE PERSONAS Y ASISTENCIA A SUS VICTIMAS","Secuestro","2013-07-22",,,,,,"Revolver","18782",,"REVOLVER","32",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Caleta Olivia","Contra libertad. (Art. 140  a 149  ter)","Secuestro","2015-05-27",,,,,,"Rifle",,,,"22 LARGO",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Caleta Olivia","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro","2017-04-11",,,,,,"Revolver",,"TAURUS BRASIL","SPL","38",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Concepción del Uruguay N°1","Robo (arts. 164 a 167)","Secuestro","2016-12-28",,"AN MAC",,,,"Pistola","11-176322","BROWNING",,"9MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Concepción del Uruguay N°1","Robo (arts. 164 a 167)","Secuestro","2016-12-28",,"AN MAC",,,,"Pistola","11-607964","BERSA THUNDER",,"9MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Concepción del Uruguay N°1","Robo (arts. 164 a 167)","Secuestro","2016-12-28",,"AN MAC",,,,"Pistola","16614","BROWNING",,"9MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Concepción del Uruguay N°1","Robo (arts. 164 a 167)","Secuestro","2016-12-28",,"AN MAC",,,,"Revolver","BORRADA","SIN MARCA",,"38 CORTO",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Corrientes Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso","2012-09-04",,"RESERVADO EN LA SECRETARIA PENAL N° 6","Corrientes",,,"Revolver","3197P","GALAND",,,,,,,,,,,,,,,,,,,,,,,,,,,"18"
"arma",,"Juzgado Federal de Corrientes Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro","2012-11-12",,,,,,"Revolver",,"TIVER",,"22",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Corrientes Nro. 2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro","2012-09-03",,"ESC. 48 GENDARMERIA NACIONAL",,,,"Pistola",,"FM HIPOWER","DETECTIVE","9MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Corrientes Nro. 2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro","2013-03-25",,,,,,"Revolver",,"CIASENC-EIBAR",,"38",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Corrientes Nro. 2","Incendios y otros estragos (art. 186 a 189ter)","Secuestro","2013-05-23",,,,,,"No informada",,,,"25 CORTO",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Juzgado Federal de Corrientes Nro. 2","Incendios y otros estragos (art. 186 a 189ter)","Secuestro","2013-05-23",,,,,,"Pistola",,"BALLESTER-MOLINA",,"22",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 25 de la Cap.Federal","PORTACION DE ARMAS","Decomiso","2017-11-30","2017-11-29",,,,,"Revolver","no visible","T.A.C.",,".38 PLG LARGO",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 27 de la Cap.Federal","Robo (arts. 164 a 167)","Decomiso","2018-05-23","2018-05-11",,,,,"Pistola","Limado","Bersa",,".22 PLG LR",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 27 de la Cap.Federal","Homicidio (art 79)","Decomiso","2018-05-23","2018-05-10",,,,,"Escopeta",,"No especifica",,"No especifica",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 27 de la Cap.Federal","Homicidio (art 79)","Decomiso","2018-05-23","2018-05-10",,,,,"Pistola","501808","Mauser",,"7,65 MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 27 de la Cap.Federal","Homicidio (art 79)","Decomiso","2018-05-23","2018-05-10",,,,,"Revolver","366169","Smith & Wesson",,".32 PLG",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 27 de la Cap.Federal","Robo (arts. 164 a 167)","Decomiso","2019-04-17","2019-04-10",,,,,"Revolver","Erradicado","Italo Gra",,".32 PLG Largo",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 29 de la Cap.Federal","Abuso de armas (104 y 105)","Decomiso","2017-10-26",,,,,,"Pistola","NO VISIBLE","BALLESTER MOLINA","ACCION SIMPLE","11.25 X 23MM (45 AUTOMATICA)",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 29 de la Cap.Federal","PORTACION DE ARMAS","Decomiso","2019-09-30","2019-09-05",,,,,"Revolver","134110","COLT",,".32 PLG",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 3 de la Cap.Federal","Robo (arts. 164 a 167)","Decomiso","2017-10-09","2017-09-06",,,,,"Revolver","39011","Rubi Extra",,".32 PLG Largo",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 3 de la Cap.Federal","Lesiones (art 89 a 94)","Decomiso","2018-07-31","2018-07-30",,,,,"Pistola","375753","FM","Hi Power","9x19 mm",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 3 de la Cap.Federal","Robo (arts. 164 a 167)","Decomiso","2019-05-31","2019-05-23",,,,,"Pistola","numeración suprimida","Browing",,"9x19 mm",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 3 de la Cap.Federal","Robo (arts. 164 a 167)","Decomiso","2019-08-12","2019-08-09",,,,,"Revolver","sin numeración visible","Smith & Wesson",,".38PLG",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 3 de la Cap.Federal","Tenencia de arma de guerra sin la debida autorización (apartado 2, art. 189 bis)","Decomiso","2018-08-15","2018-08-08",,,,,"Revolver","104538","Detective",,".38 PLG Special",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2016-12-28",,"AN MAC",,,,"Revolver","CARENTE DE NUMERACION","SMITH Y WESSON",,"44",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2012-10-10",,"REMITIDA AL REGISTRO NACIONAL DE ARMAS",,,,"Pistola","11 N° 177765","FN BROWNING",,"9X19MM (9MM LUGER)",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2012-10-10",,"REMITIDA AL REGISTRO NACIONAL DE ARMAS",,,,"Pistola","002957 N° 6457","FM BROWNING",,"9MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Incendios y otros estragos (art. 186 a 189ter)","Secuestro","2012-10-19",,"REGISTRO NACIONAL DE ARMAS",,,,"Revolver",,,,"38 CORTO",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Encubrimiento y lavado de activos de origen delictivo (arts.277 a 279)","Secuestro","2013-04-09",,"REMITIDA AL REGISTRO NACIONAL DE ARMAS",,,,"Pistola","232213","BERSA","23","22",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro","2013-09-09",,"COMISARIA 43 DE LA PFA",,,,"Pistola","D21948","BERSA THUNDER","ULTRA COMPACT PRO","9 MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2013-10-16",,"REGISTRO NACIONAL DE ARMAS",,,,"Revolver",,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2013-10-16",,"REGISTRO NACIONAL DE ARMAS",,,,"Pistola","225525","MANURHIN",,"19MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2014-06-03",,"REGISTRO NACIONAL DE ARMAS",,,,"Pistola","341665","BROWNING",,"7.65MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2014-04-18",,"REGISTRO NACIONAL DE ARMAS",,,,"Pistola",,"BERSA SA","23","22 LR",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2014-09-04",,,,,,"Pistola","14091",,,"22 MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","PORTACION DE ARMAS","Secuestro","2015-02-19",,"REGISTRO NACIONAL DE ARMAS",,,,"Pistola","250303-46","HECLER Y KOCH","USP","45 AUTO",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2015-02-19",,"REMITIDAS AL RENAR",,,,"Pistola","11527506","BERSA","THUNDER","9MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2015-02-19",,"REMITIDAS AL RENAR",,,,"Pistola","314849","FM HI POWER",,"9MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2015-06-24",,"REMITIDO AL REGISTRO NACIONAL DE ARMAS",,,,"Pistola","11-595236","BERSA","THUNDER","9MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Decomiso","2017-10-09","2017-09-13","ANMAC",,,,"Pistola","376-29288","Ruger","LCP",".380 PLG",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Decomiso","2017-10-09","2017-09-13","ANMAC",,,,"Pistola","TQA49765","Taurus","PT92AFS","9mm",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Afectado a otra medida","2015-10-13",,"REMITIDO AL REGISTRO DE ARMAS",,,,"Revolver","5855","GALAND",,"22 LARGO",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2015-10-23",,"REGISTRO NACIONAL DE ARMAS",,,,"Pistola","7412","GMC","SEMIAUTOMATICA DE SIMPLE ACCION","22 LARGO RIFLE",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Afectado a medida cautelar - Embargo","2016-04-01",,"REGISTRO NACIONAL DE ARMAS","Buenos Aires",,,"Revolver","112674","ORBEA","S&W LONG","32 LARGO",,,,,,,,,,,,,,,,,,,,,,,,,"06"
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2016-04-29",,"SE DISPUSO REMITIR AL REGISTRO NACIONAL DE ARMAS.","Buenos Aires",,,"Revolver","SIN NUMERACIÓN","GARATE ANITUA",,"32 S L (LONG)",,,,,,,,,,,,,,,,,,,,,,,,,"06"
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Afectado a medida cautelar - Embargo","2016-07-20",,"REGISTRO NACIONAL DE ARMAS",,,,"Pistola","TRK91002","TAURUS","PT 92","9X19MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","PORTACION DE ARMAS","Secuestro","2016-10-21",,"REGISTRO NACIONAL DE ARMAS",,,,"Revolver",,"EUSKARO",,"38 CORTO",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2017-08-23","2017-08-04","ANMAC",,,,"Pistola","343993","FM","HI POWER","9X19 MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","PORTACION DE ARMAS","Secuestro","2017-09-27",,"REMITIDO AL REGISTRO DE ARMAS",,,,"Pistola","PCX915","GLOCK","23","40 S&W",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2018-01-02",,"SE DISPUSO SU REMISIÓN AL ANMAC",,,,"Pistola","11-606785","BERSA","THUNDER 9","19 X 9MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2018-01-02",,"SE DISPUSO SU REMISIÓN AL AN MAC",,,,"Pistola","1606","GMC",,"22LR- PAT 117412",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2018-01-02",,"SE DISPUSO SU REMISIÓN AL ANMAC",,,,"Pistola","9976","BROWNING",,"9 X 19MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","PORTACION DE ARMAS","Secuestro","2017-12-04",,"REGISTRO NACIONAL DE ARMAS",,,,"Pistola","913515","PIETRO BERETTA",,,,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Lesiones (art 89 a 94)","Secuestro","2018-03-28",,"SERÁ REMITIDO AL REGISTRO NACIONAL DE ARMAS","Buenos Aires",,,"Pistola",,"BERSA","THUNDER",,,,,,,,,,,,,,,,,,,,,,,,,,"06"
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2018-03-09",,,,,,"Pistola","SIN NUMERACIÓN","BERSA","MINI THUNDER","9MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2018-05-14",,"REGISTRO NACIONAL DE ARMAS",,,,"Revolver",,"BAGUAL S.R.L.",,,,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2018-11-09",,"ANMAC",,,,"Revolver","ELIMINADO","SMITH & WESSON LARGO","DOBLE ACCION DOBERMAN (D61)","32",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2018-10-16",,"REMITIDOS A AGENCIA DE MATERIALES CONTROLADOS",,,,"Revolver","C5390","SMITH Y WESSON","SLP","38",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2018-10-16",,"REMITIDOS A AGENCIA DE MATERIALES CONTROLADOS",,,,"Revolver","ERRADICADA","RUBI EXTRA",,"22LR",,,,,,,,,,,,,,,,,,,,,,,,,""
