"tipo_bien","numero_oficio","juzgado","tipo_delito","medida","fecha_recepcion","fecha_medida","localizacion","provincia","estupefaciente_sustancia","estupefaciente_cantidad","arma_tipo","arma_numero_serie","arma_marca","arma_modelo","arma_calibre","automotor_tipo","automotor_dominio","automotor_marca","automotor_modelo","automotor_color","automotor_anio","aeronave_numero_serie","aeronave_matricula","aeronave_marca","aeronave_modelo","buque_pais","buque_nombre","buque_matricula","dinero_moneda_descripcion","dinero_cantidad","titulo_tipo","titulo_nombre_emisor","titulo_cantidad","titulo_fecha_vencimiento","titulo_categoria","titulo_bolsa_cotiza","titulo_moneda","otro_clasificacion","otro_detalle","provincia_indec_id"
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Lesiones (art 89 a 94)","Secuestro","2018-03-28",,"SERÁ REMITIDO AL REGISTRO NACIONAL DE ARMAS","Buenos Aires",,,"Pistola",,"BERSA","THUNDER",,,,,,,,,,,,,,,,,,,,,,,,,,"06"
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2018-03-09",,,,,,"Pistola","SIN NUMERACIÓN","BERSA","MINI THUNDER","9MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2018-05-14",,"REGISTRO NACIONAL DE ARMAS",,,,"Revolver",,"BAGUAL S.R.L.",,,,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2018-11-09",,"ANMAC",,,,"Revolver","ELIMINADO","SMITH & WESSON LARGO","DOBLE ACCION DOBERMAN (D61)","32",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2018-10-16",,"REMITIDOS A AGENCIA DE MATERIALES CONTROLADOS",,,,"Revolver","C5390","SMITH Y WESSON","SLP","38",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Secuestro","2018-10-16",,"REMITIDOS A AGENCIA DE MATERIALES CONTROLADOS",,,,"Revolver","ERRADICADA","RUBI EXTRA",,"22LR",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Abuso de armas (104 y 105)","Decomiso","2017-10-09","2017-06-21","ANMAC",,,,"Pistola","7530","Ballester Rigaut",,".45 PLG AUTO",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Robo (arts. 164 a 167)","Decomiso","2017-10-09","2017-09-08",,,,,"Revolver","suprimida","Mahely",,".22 PLG",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Lesiones (art 89 a 94)","Decomiso","2017-11-23","2017-11-01","ANMAC",,,,"Pistola","454422","FM","Hi Power M95- Classic","9 mm",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","Homicidio (art 79)","Decomiso","2018-07-24","2018-07-13",,,,,"Revolver","eliminiado","Taurus",,".38 PLG Special",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 30 de la Cap.Federal","PORTACION DE ARMAS","Decomiso","2018-06-14","2018-06-13",,,,,"Revolver","10445","Vigilante",,".38 PLG Largo",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 5 de la Cap.Federal","Robo (arts. 164 a 167)","Decomiso","2018-07-24","2018-07-06",,,,,"Revolver","55034","Dos Leones",,".32 PLG largo",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 5 de la Cap.Federal","Robo (arts. 164 a 167)","Decomiso","2018-12-14",,"REMITIDO AL ANMAC",,,,"Pistola","ERRADICADA","BERSA","THUNDER","9MM",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 5 de la Cap.Federal","Tenencia de armas de fuego de uso civil sin la debida autorización (apratado 2 art. 189 bis)","Decomiso","2018-04-27","2018-04-13",,,,,"Pistola","533875","BERSA","Thunder",".380 PLG",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 5 de la Cap.Federal","Robo (arts. 164 a 167)","Decomiso","2018-08-15","2018-08-06",,,,,"Revolver","1010*(número ilegible)3","D.G.H.",,".38 PLG Special",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 6 de la Cap.Federal","PORTACION DE ARMAS","Decomiso","2017-12-12","2017-12-05",,,,,"Revolver","ilegible","Dillon","Detective",".32 PLG S&W Long",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 6 de la Cap.Federal","Robo (arts. 164 a 167)","Decomiso","2018-01-31",,,,,,"Pistola","NUMERACION ERRADICADA","STAR","PLG","45",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 7 de la Cap.Federal","Robo (arts. 164 a 167)","Decomiso","2017-10-31","2017-10-06",,,,,"Revolver","83877","Dillon","Detective",".32 PLG Largo",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 9 de la Cap.Federal","Robo (arts. 164 a 167)","Decomiso","2017-10-09","2017-09-06",,,,,"Revolver","erradicada","DGH",,".38 SPL",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 9 de la Cap.Federal","PORTACION DE ARMAS","Decomiso","2017-10-20",,,,,,"Revolver","W133976","ROSSI",,"38 SPL",,,,,,,,,,,,,,,,,,,,,,,,,""
"arma",,"Tribunal Oral en lo Criminal Nro. 9 de la Cap.Federal","Robo (arts. 164 a 167)","Decomiso","2018-07-31","2018-07-30",,,,,"Pistola","25175","TALA",,".22 PLG",,,,,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Cámara de Casación Penal - Sala 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-08-29",,,,,,,,,,"Automóvil","JZE338","Ford","Escosport",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Cámara de Casación Penal - Sala 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,"Automóvil","MWG 477","Fiat","PUNTO",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Cámara de Casación Penal - Sala 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-06-02",,,,,,,,,,"Automóvil","FUY920","Peugeot","307",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Fiscalía Federal n°7 -Unidad fiscal de delitos económicos-","Inf Ley 22415 - Tentativa de contrabando (arts. 871 a 873)","Secuestro",,,"NO INFORMA",,,,,,,,,"Semiacoplado","EAR 522","No informada ",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Fiscalía Nacional de Instrucción N°40","Robo (arts. 164 a 167)","Secuestro",,,"DEPARTAMENTO DE DEPOSITO DE SECUESTRO Y ARCHIVOS DEL PODER JUDICIAL DE LA PROVINCIA DE SALTA",,,,,,,,,"Automóvil","FYR 210","Volkswagen","FOX",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Fiscalía Nacional en lo Penal Económico n° 10","Falsificación de documentos en general (art.292 a 298bis)","Secuestro",,,,,,,,,,,,"Moto vehículo","707IEB","HARLEY DAVIDSON ","SOFTTAIL DCL",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Fiscalía Nacional en lo Penal Económico n° 10","Falsificación de documentos en general (art.292 a 298bis)","Secuestro",,,,,,,,,,,,"Moto vehículo","796 IFM","HARLEY DAVIDSON ",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Fiscalía Nacional en lo Penal Económico n° 10","Falsificación de documentos en general (art.292 a 298bis)","Secuestro",,,,,,,,,,,,"Moto vehículo","175 HPI","HARLEY DAVIDSON ","SPORTER","ROJO Y NEGRO",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Fiscalia número 6 ante los juzgados nacionales en lo penal economico","DELITOS CONTRA EL ORDEN ECONOMICO Y FINANCIERO (Art. 303 al 313)","Afectado a medida cautelar - Embargo",,,,,,,,,,,,"Automóvil","NWM421","BMW","320 I",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Correccional Nro. 5","Hurto (arts. 162 y 163)","Secuestro",,,,,,,,,,,,"Moto vehículo","775JBQ","Motomel","2012",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Correccional Nro. 8","Hurto (arts. 162 y 163)","Decomiso",,,"LA NUEVA SEGUROS",,,,,,,,,"Automóvil","GHA918","Chevrolet","CORSA CLASSIC 1.6","GRIS","2007",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 15","Robo (arts. 164 a 167)","Secuestro",,,"SECCIONAL 21 DE LA POLICIA FEDERAL ARGENTINA",,,,,,,,,"Moto vehículo","226-DAS","Mondial",,"BORDO",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 15","Robo (arts. 164 a 167)","Secuestro",,,"PLAYA JUDICIAL DE SCAPINO",,,,,,,,,"Automóvil","BVC 617","Volkswagen","POLO",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 15","Robo (arts. 164 a 167)","Secuestro",,,"PLAYA POLICIAL ESCALADA",,,,,,,,,"Automóvil","VFU 974","Renault","12","BLANCO",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 15","Asociación ilícita (art.210 y 210bis)","Secuestro",,,"DIVISION FRAUDES BANACARIOS DE LA POLICIA FEDERAL ARGENTINA",,,,,,,,,"Automóvil","JRS396","Honda","CRVLX",,"2011",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 15","Asociación ilícita (art.210 y 210bis)","Secuestro",,,"DIVISION FRAUDES BANACARIOS DE LA POLICIA FEDERAL ARGENTINA",,,,,,,,,"Moto vehículo","985GQB","Yamaha","XTZ250",,"2010",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 15","Robo (arts. 164 a 167)","Secuestro",,,"DEPOSITO DE LA COMISARIA 38° DE LA P.F.A.",,,,,,,,,"Automóvil","COM518","Renault","CLIO",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 15","Robo (arts. 164 a 167)","Secuestro",,,"SEDE DE LA COMUNA 12 DE LA POLICIA METROPOLITANA EN EL SUMARIO N°432/13 DE ESA DEPENDENCIA",,,,,,,,,"Automóvil","WGV882","BMW","POWER","NEGRO MATE",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 15","Robo (arts. 164 a 167)","Secuestro",,,"SECCIONAL 45 DE LA POLICIA FEDERAL ARGENTINA",,,,,,,,,"Camion/ Camioneta","KCM 725","Peugeot","PARTNER",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 15","Robo (arts. 164 a 167)",,,,"COMISARIA 45 DE LA POLICIA FEDERAL ARGENTINA",,,,,,,,,"Automóvil","CRF 984","Fiat","MAREA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 15","Hurto (arts. 162 y 163)","Secuestro",,,"SECCIONAL 47 DE LA PFA",,,,,,,,,"Automóvil","DBP 500","Fiat","429 MAREA SX",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 15","Robo (arts. 164 a 167)","Secuestro",,,"DEPOSITO DE LA COMISARIA COMUNA 12 DE LA POLICIA METROPOLITANA",,,,,,,,,"Camion/ Camioneta","DXL054","Renault","KANGOO",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 22","Robo (arts. 164 a 167)","Decomiso",,"2017-08-24",,,,,,,,,,"Automóvil","LTA292","Peugeot","408",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 23","Robo (arts. 164 a 167)","Secuestro",,,,,,,,,,,,"Automóvil","IOR 128","CHRYSLER","CRUSIER",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 23","Hurto (arts. 162 y 163)","Secuestro",,,"PLAYA JUDICIAL DE LA CRIA 43° DE LA P.F.A.",,,,,,,,,"Automóvil","BMI777","Peugeot","205 GL",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 23","Hurto (arts. 162 y 163)","Secuestro",,,"DEPOSITADO EN EN LA COMISARIA 1° DE ALMIRANTE BROWN, BUENOS AIRES.",,,,,,,,,"Moto vehículo","839CAS","Suzuki","AX115",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 23","Hurto (arts. 162 y 163)","Secuestro",,,,,,,,,,,,"Automóvil","DAR 913","Fiat","MAREA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 26","Robo (arts. 164 a 167)","Secuestro",,,,,,,,,,,,"Automóvil","IYL471","Ford",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 29","Hurto (arts. 162 y 163)","Afectado a otra medida",,,"DEPOSITO JUDICIAL DE CANNING",,,,,,,,,"Automóvil","BOY 926","Renault","19",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 36","Homicidio (art 79)","Secuestro",,,,,,,,,,,,"Colectivo",,"Mercedes Benz",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 36","Robo (arts. 164 a 167)","Secuestro",,,,,,,,,,,,"Moto vehículo","343HQJ","Suzuki",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 49","Homicidio (art 79)","Secuestro",,,,,,,,,,,,"Colectivo",,"No informada ",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 49","Homicidio (art 79)","Secuestro",,,,,,,,,,,,"Automóvil","GDZ150","Chevrolet","ASTRA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 49","Robo (arts. 164 a 167)","Secuestro",,,,,,,,,,,,"Automóvil","EMZ423","Chevrolet","SD",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 49","Hurto (arts. 162 y 163)","Secuestro",,,"PLAYA JUDICIAL DE LA COMISARIA 31°",,,,,,,,,"Automóvil","CNC876","Chevrolet","CORSA",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 5","Hurto (arts. 162 y 163)","Secuestro",,,,,,,,,,,,"Automóvil","VZK423","Renault","11  GTL",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal de Instrucción Nro. 5","Incendios y otros estragos (art. 186 a 189ter)","Secuestro",,,,,,,,,,,,"Automóvil","TMR 311","Volkswagen","1500",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Automóvil","JPE 456","Volkswagen","SURAN 1.6 L",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 1","Falsificación de documentos en general (art.292 a 298bis)","Secuestro",,,"DEPOSITO EN LA SECCIONAL 40 DE LA POLICIA FEDERAL  ARGENTINA",,,,,,,,,"Moto vehículo","941 ITY","Honda","TWISTER 250","NEGRO",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 1","Estafas y otras defraudaciones ( art. 172 a 175)","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","NDZ 752","Renault","DUSTER",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"SUPERINTENDENCIA DE DROGAS PELIGROSAS DE LA POLICIA FEDERAL ARGENTINA",,,,,,,,,"Automóvil","HFX 547","Toyota","COROLLA","GRIS",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"SUPERINTENDENCIA DE DROGAS PELIGROSAS DE LA POLICIA FEDERAL ARGENTINA",,,,,,,,,"Automóvil","HPW 285","Volkswagen","BORA","NEGRO",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 1","Falsificación de documentos en general (art.292 a 298bis)","Secuestro",,,"PLAYA POLICIAL ESCALADA DE LA POLICIA FEDERAL ARGENTINA. A DISPOCICION DE ESTE TRIBUNAL.",,,,,,,,,"Automóvil","KHI504","Ford","FIESTA KINECTIC","NEGRO",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"COMISARIA 42° DE LA P.F.A.",,,,,,,,,"Automóvil","BPG739","Ford","ESCORT CLX 1.8",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 1","Falsificación de documentos en general (art.292 a 298bis)","Secuestro",,,"AFECTADO A LA CORTE SUPREMA  DE JUSTICIA",,,,,,,,,"Automóvil","EHM353","Audi","A42.5 TDI QUATRO TIPO SEDAN 4P",,"2004",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 1","Falsificación de documentos en general (art.292 a 298bis)","Secuestro",,,"DEPOSITO JUDICIAL DEL ESCUADRON NUCLEO ENTRE RIOS DE GENDARMERIA NACIONAL","Entre Ríos",,,,,,,,"Automóvil","EHM353","Audi","A42.5 TDI QUATRO TIPO SEDAN 4P",,"2004",,,,,,,,,,,,,,,,,,,"30"
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"PLAYA RAFAELA DE LA POLICIA FEDERAL ARGENTINA",,,,,,,,,"Automóvil","DJW 570","Ford","ESCORT",,"2000",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Acoplado","SYG942","Golondrina","A860",,"1992",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Automóvil","C0591079","Fiat","600",,"1973",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Automóvil","CO227011","Citroën","AZAM",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Automóvil","DUL685","Honda","Acord EXR",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Automóvil","EHU331","Volkswagen",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Automóvil","ERU376","Renault","Cenic",,"2005",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Automóvil","FEI444","Chevrolet","Meriva",,"2005",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Automóvil","GCQ786","Renault","KANGOO",,"2007",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Automóvil","IFU999","Honda","B52-CRVEXL",,"2009",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Automóvil","ISB086","Audi","Sport Back 1.6",,"2010",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Automóvil","L0011707","No informada ",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Automóvil","LSJ212","Ford","MONDEO TITANIUM 2.0",,"2012",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Automóvil","MMO147","Audi","Q3 2.0 TFSI QUATTRO",,"2013",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Automóvil","NHB077","Volkswagen","VENTO",,"2013",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Automóvil","OYH695","Chery","QQ",,"2014",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Automóvil","RMG031","Renault","Torino",,"1972",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Automóvil","SZN360","BMW","630CS",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Automóvil","VTV714","Ford","Escord",,"1992",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Automóvil","W0055073","Dodge","Chrysler Fabre Argentina",,"1980",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Automóvil","WJO725","CHRYSLER","CUPE JTX",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Automóvil","XIW830","Renault","TORINO",,"1976",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Camion/ Camioneta","AA426TZ","Toyota","Hilux",,"2016",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Camion/ Camioneta","AJI647","Fiat","IVECO",,"1995",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Camion/ Camioneta","DDJ713","LAND ROVER","Defender 110",,"2000",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Camion/ Camioneta","DWV300","Chevrolet","KODIAK",,"2001",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Camion/ Camioneta","DZC483","Ford","Cargo 1730",,"2002",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Criminal y Correccional Federal Nro. 10","Abuso de autoridad y violación de los deberes de los funcionarios públicos (Art. 248 a 253)","Afectado a medida cautelar - Embargo",,"2016-12-27",,,,,,,,,,"Camion/ Camioneta","EMU517","Ford","Cargo 1730",,"2004",,,,,,,,,,,,,,,,,,,""
